LIT,LIT-149,COc1cc2c(n1CC(=O)OCC(=O)NC[C@@H]1[C@H](O)C[C@@H]1NC(=O)Nc1cccc(c1)F)cccc2
LIT,LIT-150,O=C([C@H]1[C@@H](Cc2c(C31CCN(CC3)C(=O)Nc1ccc(c(c1)C)F)cc([nH]2)C)C(=O)N)Oc1c[nH]ccc1=O
LIT,LIT-151,NCc1c(C)ncc2c1cc(C(=O)N[C@H](C(=O)N[C@@]1(CCCOC1)/C=C/C(=O)NCc1ccccc1O)C1CCC1)c(c2)[C@H](O)C
LIT,LIT-152,NCCc1nc2ccccc2c(c1CO)C(=O)N[C@H](C(=O)N[C@@H](c1ccc(cc1)O)/C=C/C(=O)NCc1cccc(c1)F)CC(C)C
LIT,LIT-153,NCc1cnn2c1c(CO)c(cc2C)C(=O)N[C@@H]([C@H]1CC1(C)C)C(=O)N[C@@H](c1ccc(cc1)O)/C=C/C(=O)NCc1ccccc1
LIT,LIT-154,COc1ccc(c(c1)F)S(=O)(=O)N[C@](c1ccncc1F)(C(=O)N[C@@]1(C[C@@H](C1)C(F)(F)F)C(=O)NC/C=C/C(=O)NCc1ccc(cc1)Cl)C
LIT,LIT-155,O=C(/C=C/[C@H](c1ccc(cc1)O)NC(=O)C1(NC(=O)c2cc3c(N)cn(c3cc2C)C)CC(C1)(C)C)NCc1cccc(c1)F
LIT,LIT-156,O=C(NCc1ccccc1)/C=C/[C@H]([C@H]1CCOC1)NC(=O)C1(CC1)NC(=O)c1cc2CNCCc2cc1C
LIT,LIT-157,C[C@@H]1C[C@@](C1)(NC(=O)c1cn2c(N)ncc2cc1C)C(=O)N[C@@H](c1ccnnc1)/C=C/C(=O)NCc1ccc(cc1)O
LIT,LIT-158,O=C(NC1(CCOCC1)C(=O)N[C@@H](c1ccncn1)/C=C/C(=O)OCc1ccccc1)NCc1ccc2c(c1)OCCN2
LIT,LIT-159,C[C@@H](Cc1cn[nH]c1C)NC(=O)NC1(CCCCC1)C(=O)N[C@H](c1c[nH]cc1)/C=C/C(=O)Oc1ccccc1
LIT,LIT-160,CC1CCN(CC1)C(=O)c1ccc(cc1)NC(=O)CNC(=O)c1csc(n1)NC(=O)C1(CCC1)c1cccnc1
LIT,LIT-161,O=C(Nc1ccc(cc1)F)Nc1cc(C)c(c(c1)F)c1nc(cnc1OCC1CC1)OCC1(O)CCN(CC1)C1CCC1
LIT,LIT-162,COc1cccc(c1)[C@](NC(=O)N[C@H]1C[C@H](c2c1c(cc(c2)F)C(=O)Cc1ccccc1OC)O)(CO)C
LIT,LIT-163,COc1cc(OCC(=O)N)cc(c1)[C@@H](c1ccc(c(c1)C)OC)NC(=O)[C@@H](C(F)(F)F)C(=O)NCC(=O)O
LIT,LIT-164,OC[C@H](C[C@H](C(=O)Nc1ccc(c(c1)F)O)NC(=O)Cc1noc(n1)c1ccc(cc1)C(=O)NCC(C)C)C
LIT,LIT-165,Fc1cc(cc(c1)S(=O)(=O)[C@@H]1CC[C@@H]([C@H]1C)N)c1[nH]c(=O)c2n(c1)ccc2Cc1cccc2c1nc([nH]2)C
LIT,LIT-166,OCC1(CCN(CC1)Cc1noc(n1)c1cc(ccc1C)C(=O)N1CCOCC1)CCc1ccc(c(c1)F)O
LIT,LIT-167,O=C(c1cc(O)c(c(c1)F)O)N[C@@H]1CCC[C@@]2(C1)CC[C@H](S(=O)(=O)N2)N1CCN(CC1)c1ccccc1Cl
LIT,LIT-168,CCC(=O)N[C@@H](C(=O)Nc1cc(ccc1C)C1=NNS(=O)(=O)C2=C1CCC(=O)N2c1ccc(cc1)F)Cc1ccc(cc1F)C
LIT,LIT-169,OC[C@@H]1CC[C@H](CC1)N(C(=O)c1nn(c(c1)C)C(=O)CC)c1nc2c(s1)c(ccc2)C(OC)(F)F
LIT,LIT-170,CCC(=O)Nc1ccc(cc1)C(=O)N[C@@]1(CC[C@@H](CC1)O)C(=O)Nc1ccc(cc1)C(=O)NCc1ccc(cn1)F
LIT,LIT-171,CCC(=O)N1C[C@H]([C@](C1)(O)C(=O)Nc1ccc(cc1)c1nnc(o1)C)C(=O)Nc1ccc(cc1)NC
LIT,LIT-172,OCCN1CCN(CC1)c1ccccc1NC(=O)c1ccc(cc1)NC(=O)C(NCc1[nH]c2c(c1)cc(cc2)F)(C)C
LIT,LIT-173,CC[C@@H](c1ccc(cc1)Cl)CC(=O)N(c1sc2c(n1)c(OC)ccc2O)CCN1CC[C@@]21C[C@H]2N
LIT,LIT-174,O=C(NCC1(N)CC1)NCc1c(C)cc(cc1F)C(=O)N[C@H](c1c(Cl)cccc1C(F)(F)F)[C@@H]1CCCO1
LIT,LIT-175,CC(CNC(=O)[C@H](N1C(=O)N[C@@](c2c1cc(cc2)C(=O)N1CCCC1)(Cc1ccc(cc1)F)C(=O)NCC1(O)CCC(CC1)(F)F)c1ccc(cc1)O)C
LIT,LIT-176,O=C(Nc1ccc(c2c1CCC2)NC(=O)C(C(=O)N1CCC[C@H]1C(=O)c1ccc(cc1Cl)O)(C)C)Nc1ccc(cc1)F
LIT,LIT-177,CNc1ccc(c(c1)OC[C@H]([C@@H]1C[C@H](C1)CC(=O)n1nnc2c1ccc(c2OC(c1ccc(cc1)OC)(F)F)O)O)F
LIT,LIT-178,CCOC(=O)c1noc(n1)[C@H](c1cc(O)ccc1OC1(CCCC1)C1CC1)N[C@@H](CCc1ncc([nH]1)C)C
LIT,LIT-179,C[C@@H](CCc1cc(O)cc(c1Cl)c1nc(=O)n(c2c1C(=O)N([C@H]2N(Cc1ccccc1F)C)C)C)N
LIT,LIT-180,Oc1cc(CC[C@@](CCc2ccc(c(c2)F)O)(N)C)c(c(c1)c1ncc(=O)n2c1C(=O)C[C@@]12COCCO1)C
LIT,LIT-181,NCCNS(=O)(=O)c1ccc2c(c1)CN(C[C@]2(C)C(=O)c1cnc2n1ccc(c2)O)Cc1ccc(s1)C
LIT,LIT-182,CCNC(=O)c1ccc(c(c1)NC(=O)c1ccc(cc1)[C@](c1ccc(cc1F)O[C@@H](C(=O)N[C@H]1CCS(=O)(=O)C1)CC)(O)C)C
LIT,LIT-183,NC(=O)Nc1ccc(cc1)[C@@H](c1c(nc2c(c1CN1CCCC1)cccc2)C(=O)N1CC[C@H]([C@@](C1)(C)O)Cc1ccc(cc1)F)O
LIT,LIT-184,O[C@H]1CC[C@@H](C1)N[C@H](C1(CCN(CC1)C)Cc1onc(c1)c1ccc(cc1F)F)C(=O)Nc1cc(n(c1)C)O
LIT,LIT-185,COc1ccc(cc1C[C@]1(COCC1)CNC(=O)c1scc(n1)C(=O)OCCNc1ccc(nc1)C)O
LIT,LIT-186,Fc1ccc2c(c1)NC(=O)[C@H]2CC(=O)N1CCC(CC1)(O)c1ccc2c(c1)nc([nH]2)c1ccc(cc1O)F
LIT,LIT-187,O[C@@H]1CC[C@H](CC1)NC(=O)[C@@H](S(=O)(=O)c1ccc(c(c1)C)NC(=O)NCc1ccc(cc1)C(F)(F)F)C
LIT,LIT-188,COc1cc(O)ccc1CNC(=O)c1cc(ccc1NC(=O)CC1CC1)N1C(=O)N[C@@](C1=O)(C)c1ccc(cc1)F
LIT,LIT-189,CN1CCC(=CC1)Cc1ccncc1S(=O)(=O)c1ncccc1O[C@@H]1CCN(C1)[C@@H](C(=O)Nc1ccc(c(c1)F)C1(C)CCOCC1)C
LIT,LIT-190,OCc1nsc(c1C(=O)N[C@H]1COCC1)N[C@H]1CCCC[C@H]1C(=O)Nc1c(C)sc2c1cccc2
LIT,LIT-191,COCC(=O)N[C@@]1(CC[C@H](C1)O)C(=O)Nc1ccc(cc1OC)CNc1cc([nH]c1C)c1ccc(cc1)F
LIT,LIT-192,NC[C@H]1CCN(C1)C(=O)c1cc(ccc1NC(=O)N1CCCC1)C(=O)NCc1ccc(cc1)C(F)(F)F
